Gene	Name	Condition	TPM.RNA	TPM.Ssd1	ratio.Ssd1.RNA
YNL066W	SUN4	42	45.833694915716904	4475.623195833094	97.64919027504263
YIL123W	SIM1	42	40.05862828403887	2560.0806337770955	63.90834492945294
YKR042W	UTH1	42	725.4562855882725	27682.66730212548	38.158973672242155
YOR247W	SRL1	42	221.9959296668295	8024.268887404673	36.14601807991461
YDR528W	HLR1	42	25.84979782105405	710.4322815311541	27.483088511915703
YLR110C	CCW12	42	4489.07359205092	110958.18257431174	24.717389969011034
YDR525W-A	SNA2	42	50.773771113120475	1120.3268040567384	22.065069808597183
YDR133C	NA	42	981.3318207835819	16453.636691003634	16.76663931866145
YGR279C	SCW4	42	191.70274405840547	3177.7290357143947	16.576335677001296
YMR195W	ICY1	42	244.7860772099201	3996.827719145769	16.327839249281435
YKL096W-A	CWP2	42	1669.6636043523429	27098.08496079948	16.229667395373777
YOR248W	NA	42	190.59532528030428	2880.587844308419	15.113633244005344
YCL051W	LRE1	42	51.71406255687236	732.7619272874829	14.169490677349714
YGL178W	MPT5	42	32.96987226782233	462.8948393788113	14.039934265398523
YBR076C-A	NA	42	49.927779930267135	674.3198664978645	13.505905278377488
YNL300W	TOS6	42	76.11323001024422	1023.4771236350498	13.446770338051586
YLR190W	MMR1	42	61.74411014101355	774.5558524792857	12.54461114931166
YLR286C	CTS1	42	289.42834842773976	3502.3773631314543	12.10101699490531
YKL043W	PHD1	42	102.63756524518988	1238.3396767642298	12.065170035999706
YGR146C	ECL1	42	283.53281200697944	3386.843597296276	11.945155741667408
YOR383C	FIT3	42	119.45876467836666	1370.3257763258352	11.47111959524552
YER039C-A	NA	42	26.043224960635005	296.64538922990926	11.390501356045432
YOL026C	MIM1	42	105.0516494869031	1173.4553723462614	11.170270796105465
YNL283C	WSC2	42	37.64589767590758	386.9653406944482	10.279083899813504
YDR527W	RBA50	42	29.539401221958727	297.06325427110676	10.056509000943413
YLR297W	NA	42	26.974427463729768	255.75101371022814	9.481239742868127
YGR203W	YCH1	42	29.658849954716107	278.6718921175091	9.395910244092152
YJL158C	CIS3	42	184.88351778550475	1667.955725143712	9.021657231115727
YFR017C	IGD1	42	158.67043926980955	1427.961921524361	8.999546028206284
YJL047C-A	NA	42	22.643084593552484	196.11721751783162	8.661241215062859
YGL029W	CGR1	42	24.56133431025849	207.6142452260437	8.452889513389742
YNR020C	ATP23	42	22.058900195675157	184.15965985026048	8.348542230875436
YNL197C	WHI3	42	42.53972988250416	355.00258802320127	8.345200804135985
YJL079C	PRY1	42	40.56020244169071	323.65532463339747	7.979627939448377
YOR174W	MED4	42	23.03200081521988	182.87098853385055	7.939865494143555
YER158C	NA	42	31.3870958218819	237.90110272570388	7.579583153400519
YBR056W-A	NA	42	40.88880040857279	309.3403574848004	7.565405548555632
YER039C	HVG1	42	26.765287375975827	194.16588976824426	7.254392117699623
YHR071W	PCL5	42	234.35974901371594	1684.0062348346296	7.185560839357585
YBR158W	AMN1	42	88.050690644663	624.08351948016	7.087775404269216
YPR138C	MEP3	42	33.51708664018176	235.31355724480176	7.020704387913522
YML041C	VPS71	42	30.897289111343273	215.0858689327556	6.961318456051585
YIL042C	PKP1	42	38.96607686987857	270.8013227636357	6.949668648140703
YOR178C	GAC1	42	34.11125343110935	228.29745264882519	6.692731274442665
YDR309C	GIC2	42	48.58920249615842	324.2800583810989	6.673911933556376
YMR194C-A	NA	42	42.94021485327721	283.507866052001	6.602385829244718
YCR024C-B	NA	42	458.05981498369124	3024.0395334556533	6.601844201424482
YIL029C	NA	42	29.88742985990406	197.00282488678442	6.591494344285407
YLR390W-A	CCW14	42	499.655429875634	3254.915215442423	6.51431971079066
YBR194W	AIM4	42	32.747897556484816	212.88165975810787	6.500620670103219
YPR065W	ROX1	42	58.82135089686235	379.77457640788293	6.456406910371399
YBR162C	TOS1	42	111.19928941048882	716.5778380213229	6.444086484906369
YGR011W	NA	42	37.78410873260597	230.8651738278036	6.110112996487792
YBR077C	SLM4	42	90.462794472296	517.2730054836287	5.718074579732801
YBR171W	SEC66	42	91.94151252223787	500.63111277646647	5.445104165056877
YJL159W	HSP150	42	3090.227763483389	16757.946056437395	5.422883793376894
YKL110C	KTI12	42	22.66946609169935	122.22053001811094	5.391416344951468
YPL184C	MRN1	42	44.40281726975964	239.08959704928213	5.38455917327825
YPR036W-A	SPO24	42	5644.589630351313	30154.01378551285	5.342109127539197
YKL109W	HAP4	42	27.96010506629907	147.3262653932869	5.269159934984024
YMR194C-B	CMC4	42	127.83284826124824	673.2374392974638	5.266544933126955
YCL005W-A	VMA9	42	123.57292262784568	646.1604338763768	5.22898075189469
YJR120W	NA	42	146.42774284135456	760.9614328057748	5.1968391920800805
YEL061C	CIN8	42	20.66040456057255	104.5266636706643	5.059274776745592
YNL147W	LSM7	42	110.39470644219693	556.7083498929011	5.0428898978448355
YHR143W	DSE2	42	221.0353412587703	1110.855372798305	5.025691215133807
